,profile
2014-02-01 18:50:00,0.983062980029
2014-02-01 18:55:00,0.983956842882
2014-02-01 19:00:00,0.983509835294
2014-02-01 19:05:00,0.98604489335
2014-02-01 19:10:00,0.985447968727
2014-02-01 19:15:00,0.982318559656
2014-02-01 19:20:00,0.978602797511
2014-02-01 19:25:00,0.976971206075
2014-02-01 19:30:00,0.975341655716
2014-02-01 19:35:00,0.970612735181
2014-02-01 19:40:00,0.962525105653
2014-02-01 19:45:00,0.954488124346
2014-02-01 19:50:00,0.94708072292
2014-02-01 19:55:00,0.940580659984
2014-02-01 20:00:00,0.931250820699
2014-02-01 20:05:00,0.927110744889
2014-02-01 20:10:00,0.924547995485
2014-02-01 20:15:00,0.920430301417
2014-02-01 20:20:00,0.914914417856
2014-02-01 20:25:00,0.907037577294
2014-02-01 20:30:00,0.898097874173
2014-02-01 20:35:00,0.889915277224
2014-02-01 20:40:00,0.881788721962
2014-02-01 20:45:00,0.87494549076
2014-02-01 20:50:00,0.866244367834
2014-02-01 20:55:00,0.853984400092
2014-02-01 21:00:00,0.839735825664
2014-02-01 21:05:00,0.826581292895
2014-02-01 21:10:00,0.814616187871
2014-02-01 21:15:00,0.803677363024
2014-02-01 21:20:00,0.792722339563
2014-02-01 21:25:00,0.778873795147
2014-02-01 21:30:00,0.764467269696
2014-02-01 21:35:00,0.750626404634
2014-02-01 21:40:00,0.737094331674
2014-02-01 21:45:00,0.723982812909
2014-02-01 21:50:00,0.709529756795
2014-02-01 21:55:00,0.69139722421
2014-02-01 22:00:00,0.664242201756
2014-02-01 22:05:00,0.643946006275
2014-02-01 22:10:00,0.630604886967
2014-02-01 22:15:00,0.617367079771
2014-02-01 22:20:00,0.603202259733
2014-02-01 22:25:00,0.594167603931
2014-02-01 22:30:00,0.587053730046
2014-02-01 22:35:00,0.581308350097
2014-02-01 22:40:00,0.569251883044
2014-02-01 22:45:00,0.556703087556
2014-02-01 22:50:00,0.543598530336
2014-02-01 22:55:00,0.526704912778
2014-02-01 23:00:00,0.509935008775
